Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Churn
Male,1,Yes,No,45,42.16,3328.36,Fiber optic,No,Yes,No,Yes,Two year,Yes,Credit card,No
Male,0,Yes,No,11,95.66,250.67,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,Yes
Female,0,Yes,No,31,50.96,4746.65,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
Male,0,No,Yes,12,112.21,3083.71,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,0,Yes,No,51,85.67,111.75,Fiber optic,No,No,Yes,No,Two year,No,Electronic check,No
Male,1,Yes,No,44,63.64,2840.7,No,No,Yes,No,No,Two year,Yes,Bank transfer,No
Female,0,Yes,No,50,98.99,2579.79,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,Yes
Male,0,Yes,No,17,101.79,3601.69,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,Yes
Female,0,No,No,35,49.05,1273.48,DSL,No,Yes,Yes,No,Two year,Yes,Credit card,No
Male,0,Yes,No,1,53.97,4618.39,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,Yes
Female,0,Yes,No,29,113.6,6262.72,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer,Yes
Female,0,Yes,No,51,36.47,5708.65,DSL,Yes,No,Yes,No,Month-to-month,No,Credit card,No
Male,0,No,No,64,24.22,7253.42,DSL,Yes,No,Yes,No,One year,No,Credit card,No
Female,0,Yes,No,4,65.41,4122.87,Fiber optic,No,No,Yes,Yes,One year,No,Mailed check,No
Male,0,Yes,No,28,100.12,4719.92,DSL,No,No,No,Yes,Two year,No,Electronic check,No
Female,1,Yes,No,16,97.17,7312.58,Fiber optic,No,Yes,No,Yes,One year,Yes,Bank transfer,No
Male,0,Yes,Yes,63,111.95,3906.54,No,Yes,Yes,No,No,Two year,No,Electronic check,No
Male,0,No,Yes,53,73.32,6344.23,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,No,17,30.01,3967.96,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,No
Male,0,Yes,No,40,78.87,3817.85,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,No
Male,0,No,No,13,97.84,6865.83,No,No,No,Yes,No,Two year,Yes,Credit card,No
Female,0,No,Yes,52,29.33,1656.05,No,No,No,Yes,No,Two year,Yes,Mailed check,No
Male,0,No,Yes,58,37.27,3113.42,No,Yes,No,Yes,Yes,Two year,No,Credit card,No
Male,0,Yes,Yes,37,21.23,2095.13,Fiber optic,No,No,No,Yes,Month-to-month,No,Mailed check,No
Female,0,No,No,61,79.37,3296.08,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes
Female,1,Yes,No,34,108.67,2150.34,Fiber optic,Yes,No,No,No,Two year,Yes,Bank transfer,No
Male,0,No,No,70,87.07,5256.71,Fiber optic,No,Yes,No,Yes,One year,No,Mailed check,No
Male,0,Yes,No,17,118.2,7203.72,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,No
Female,0,No,Yes,20,26.3,7100.86,Fiber optic,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Female,0,Yes,No,59,110.3,3344.06,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,No,Yes,69,101.41,8899.97,DSL,Yes,No,Yes,Yes,Two year,No,Electronic check,No
Female,0,Yes,Yes,33,51.42,5385.3,No,No,No,Yes,Yes,Two year,Yes,Credit card,No
Male,0,Yes,No,17,117.35,3654.66,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Male,0,Yes,Yes,57,48.79,7536.3,No,Yes,No,No,No,One year,Yes,Mailed check,No
Male,0,Yes,Yes,1,108.93,6595.88,Fiber optic,No,Yes,No,No,Two year,Yes,Electronic check,Yes
Male,0,Yes,Yes,13,108.07,6768.55,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,1,Yes,Yes,27,95.77,1845.64,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,Yes,No,70,76.35,4268.09,DSL,Yes,Yes,No,No,Two year,Yes,Electronic check,No
Female,0,Yes,No,59,32.0,7770.27,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,No
Female,0,No,Yes,6,73.2,4585.94,Fiber optic,Yes,No,Yes,Yes,Two year,No,Mailed check,No
Female,0,Yes,No,23,55.68,6182.73,DSL,No,Yes,No,Yes,One year,Yes,Electronic check,No
Male,0,Yes,Yes,10,99.22,5332.61,DSL,No,Yes,No,No,Two year,No,Bank transfer,Yes
Male,0,No,No,51,95.81,7596.98,No,No,No,Yes,No,One year,No,Mailed check,No
Male,0,Yes,No,19,111.06,2632.59,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,Yes
Male,0,No,No,51,21.48,5221.73,Fiber optic,No,No,No,Yes,Two year,Yes,Bank transfer,No
Female,0,Yes,No,68,100.91,1196.79,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,No,42,113.85,6242.88,Fiber optic,Yes,No,No,Yes,Two year,Yes,Electronic check,No
Male,0,No,Yes,57,98.93,6614.51,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,Yes
Female,0,Yes,No,68,33.02,481.25,No,No,Yes,No,No,One year,Yes,Mailed check,No
Female,0,No,Yes,38,28.13,6114.54,Fiber optic,Yes,Yes,No,No,Two year,Yes,Electronic check,No
Female,1,Yes,Yes,62,22.08,3790.74,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Mailed check,No
Female,1,Yes,No,7,82.87,1204.46,No,No,Yes,No,No,Two year,Yes,Mailed check,Yes
Male,0,Yes,Yes,71,82.97,3837.18,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No
Male,0,Yes,No,50,118.69,1828.67,DSL,No,No,Yes,Yes,One year,No,Credit card,No
Female,0,No,Yes,52,59.8,3798.48,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer,Yes
Male,1,Yes,Yes,26,53.19,3520.62,DSL,Yes,No,No,Yes,Two year,Yes,Credit card,No
Male,1,No,No,26,82.44,6671.69,No,Yes,Yes,No,No,Two year,No,Credit card,No
Male,0,No,No,19,102.56,6990.52,Fiber optic,Yes,No,Yes,No,Two year,No,Bank transfer,No
Female,0,Yes,No,9,113.68,5502.56,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,Yes
Male,0,Yes,No,61,100.31,301.91,Fiber optic,Yes,No,No,No,Two year,No,Electronic check,No
Female,0,Yes,Yes,20,62.67,8386.1,DSL,No,No,No,No,Month-to-month,Yes,Credit card,No
Male,0,Yes,No,50,83.49,6207.48,Fiber optic,No,No,Yes,No,Two year,Yes,Electronic check,No
Male,1,No,Yes,22,105.63,404.34,No,No,No,Yes,Yes,Two year,No,Bank transfer,No
Male,0,Yes,Yes,13,69.06,7387.61,DSL,No,Yes,No,Yes,Two year,Yes,Mailed check,No
Female,0,No,Yes,12,41.67,1882.37,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,No
Male,1,Yes,Yes,10,36.97,5255.07,No,No,Yes,No,No,Two year,Yes,Bank transfer,No
Female,0,Yes,Yes,65,20.02,4253.05,No,Yes,No,Yes,No,Two year,Yes,Credit card,No
Female,0,Yes,Yes,30,91.82,3836.57,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Bank transfer,No
Female,0,Yes,No,8,31.11,8018.45,No,Yes,No,No,Yes,One year,Yes,Bank transfer,No
Male,0,No,Yes,21,44.38,3992.52,DSL,Yes,No,No,Yes,Two year,Yes,Electronic check,No
Male,0,No,Yes,22,49.79,770.56,Fiber optic,Yes,Yes,No,No,Two year,Yes,Mailed check,No
Male,0,Yes,Yes,18,76.04,8525.08,DSL,No,No,Yes,Yes,One year,Yes,Credit card,No
Male,0,No,No,66,59.8,8292.76,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,No
Female,0,No,No,48,87.47,6191.45,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,Yes
Female,0,Yes,Yes,44,25.56,4264.24,No,No,Yes,No,No,One year,Yes,Mailed check,No
Female,0,Yes,No,9,32.39,926.45,DSL,No,No,No,No,Two year,No,Credit card,No
Male,0,No,Yes,67,69.92,7137.66,No,No,Yes,No,No,One year,Yes,Bank transfer,No
Female,0,No,No,54,53.7,771.75,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,No
Male,0,No,Yes,26,49.58,710.55,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card,No
Female,0,No,No,26,26.7,4882.72,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,No
Male,0,Yes,No,34,109.57,1525.14,Fiber optic,Yes,No,No,No,Two year,No,Mailed check,No
Male,0,Yes,No,8,89.18,168.8,DSL,No,No,No,No,Two year,No,Electronic check,Yes
Female,0,No,Yes,10,32.16,3865.71,DSL,No,Yes,Yes,Yes,Two year,No,Credit card,No
Female,0,Yes,Yes,48,26.5,1321.23,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,No
Female,1,No,Yes,55,117.49,1528.59,Fiber optic,No,No,No,No,One year,No,Credit card,No
Female,0,No,No,54,88.12,784.5,Fiber optic,No,Yes,Yes,No,Two year,Yes,Electronic check,No
Male,0,Yes,No,40,61.75,1925.33,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,No
Female,0,No,Yes,15,90.17,6467.81,DSL,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,No
Female,0,No,No,18,95.63,7299.45,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,No
Female,0,Yes,Yes,23,98.0,4127.55,Fiber optic,No,Yes,Yes,Yes,Two year,No,Credit card,No
Male,0,Yes,Yes,62,67.79,4608.33,Fiber optic,No,Yes,No,No,Month-to-month,No,Credit card,No
Male,0,No,Yes,46,62.99,390.63,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,No,Yes,39,21.1,716.91,DSL,No,No,No,Yes,Two year,Yes,Electronic check,No
Male,0,Yes,No,15,112.66,2392.35,DSL,Yes,No,No,No,Two year,No,Electronic check,No
Female,0,No,No,53,80.33,4940.7,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,Yes
Male,0,No,No,64,40.32,6682.01,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No
Male,1,Yes,Yes,63,111.96,5484.53,DSL,No,No,No,No,Two year,No,Bank transfer,No
Male,0,Yes,No,16,111.49,3589.94,No,No,Yes,No,No,Two year,No,Credit card,No
Male,0,Yes,Yes,70,118.92,1153.08,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card,No
Female,0,Yes,Yes,66,107.41,7048.88,DSL,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
Female,0,Yes,Yes,13,119.78,3337.7,DSL,Yes,Yes,No,No,One year,Yes,Bank transfer,No
Female,0,Yes,Yes,47,44.47,6650.88,No,Yes,No,Yes,No,Two year,Yes,Credit card,No
Male,0,No,Yes,9,104.22,4665.51,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,No,Yes,63,102.3,6674.09,DSL,Yes,Yes,No,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,No,34,43.09,8174.88,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,No
Female,0,Yes,No,29,29.84,8297.16,DSL,No,Yes,No,Yes,One year,Yes,Mailed check,No
Male,0,No,No,37,117.94,4862.45,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
Male,1,No,No,43,49.6,4652.42,DSL,No,No,Yes,No,One year,Yes,Electronic check,No
Male,0,No,Yes,64,107.09,2464.54,Fiber optic,No,No,Yes,No,Month-to-month,No,Mailed check,Yes
Female,0,Yes,Yes,24,20.41,8428.62,DSL,No,No,No,No,Two year,Yes,Electronic check,No
Female,0,Yes,No,71,22.1,4175.48,DSL,Yes,No,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,No,No,34,66.59,1235.56,No,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Male,0,Yes,No,48,43.87,3951.07,DSL,No,Yes,No,Yes,Month-to-month,No,Mailed check,No
Male,0,Yes,No,12,88.98,1230.77,Fiber optic,Yes,No,Yes,Yes,One year,No,Electronic check,No
Female,0,Yes,No,23,76.56,4572.53,No,No,No,No,No,One year,No,Electronic check,No
Male,0,No,No,13,27.75,5095.35,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,No
Male,0,No,No,45,36.26,3106.03,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Mailed check,No
Male,0,Yes,No,65,58.8,737.69,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,1,Yes,Yes,47,38.56,8497.18,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No
Female,0,Yes,Yes,58,99.22,6982.84,DSL,No,No,No,Yes,One year,Yes,Bank transfer,No
Male,0,Yes,Yes,5,61.61,7566.04,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes
Male,0,Yes,Yes,5,29.34,3365.13,DSL,No,Yes,No,Yes,One year,No,Credit card,No
Male,0,No,No,60,68.43,6871.4,DSL,No,No,No,No,One year,Yes,Credit card,No
Male,0,Yes,Yes,21,29.08,4419.82,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card,Yes
Female,0,Yes,No,24,32.89,1889.64,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,No
Female,0,Yes,Yes,18,43.96,1207.37,DSL,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
Male,0,No,No,21,105.95,3170.95,No,No,Yes,Yes,No,Two year,Yes,Mailed check,No
Male,0,No,No,54,112.46,1324.21,DSL,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,No
Male,0,Yes,Yes,10,102.63,8984.59,DSL,No,Yes,Yes,No,One year,Yes,Electronic check,Yes
Male,0,No,Yes,24,53.41,537.78,Fiber optic,No,Yes,Yes,Yes,One year,No,Credit card,No
Male,0,No,No,60,47.24,4026.18,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Male,0,No,No,57,74.92,4123.63,DSL,No,Yes,Yes,Yes,One year,No,Electronic check,No
Female,0,No,No,23,92.19,2775.62,DSL,No,Yes,No,Yes,One year,Yes,Mailed check,No
Male,0,No,Yes,22,119.34,5185.03,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Bank transfer,No
Female,0,No,Yes,68,33.16,1434.8,DSL,Yes,Yes,No,No,One year,No,Mailed check,No
Female,0,Yes,No,34,24.93,7076.82,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,No,Yes,70,89.44,3058.78,DSL,Yes,Yes,Yes,No,Month-to-month,No,Credit card,Yes
Female,0,No,No,28,103.22,5362.95,No,Yes,No,No,No,Two year,Yes,Credit card,No
Female,0,Yes,Yes,39,104.63,6469.19,No,Yes,Yes,No,No,Two year,Yes,Credit card,No
Female,0,Yes,Yes,42,87.85,8012.47,DSL,No,No,Yes,No,One year,No,Mailed check,No
Female,0,Yes,Yes,23,115.4,7538.51,Fiber optic,Yes,No,No,Yes,One year,Yes,Credit card,No
Female,1,Yes,Yes,70,71.1,5513.95,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,No
Female,1,No,Yes,2,111.38,3556.7,DSL,No,Yes,No,No,One year,No,Mailed check,Yes
Male,0,No,No,24,116.78,4578.52,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Mailed check,No
Female,0,No,No,17,104.72,6941.74,DSL,Yes,No,No,No,Two year,Yes,Credit card,No
Female,0,No,Yes,65,50.98,7910.16,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,No
Female,0,Yes,No,70,39.62,1023.66,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,No
Male,1,No,No,69,74.81,3525.22,Fiber optic,No,Yes,Yes,Yes,One year,No,Electronic check,No
Female,0,No,Yes,60,65.3,7007.44,DSL,No,Yes,No,Yes,One year,No,Mailed check,No
Male,0,Yes,No,50,107.78,3941.7,No,No,Yes,Yes,Yes,One year,Yes,Credit card,No
Female,1,No,Yes,12,30.0,3056.83,Fiber optic,Yes,Yes,Yes,No,One year,No,Credit card,No
Male,0,No,No,47,45.77,3760.77,No,Yes,No,Yes,No,One year,No,Credit card,No
Male,0,No,No,67,95.18,5465.32,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer,Yes
Female,1,No,No,65,29.5,8998.27,Fiber optic,No,No,No,Yes,Two year,No,Credit card,No
Female,0,Yes,No,27,52.08,4487.63,Fiber optic,No,No,No,No,One year,Yes,Electronic check,No
Male,0,Yes,No,48,58.72,1955.6,Fiber optic,No,No,No,No,Two year,Yes,Mailed check,No
Female,0,Yes,No,62,82.26,1549.33,DSL,No,Yes,No,Yes,Two year,Yes,Electronic check,No
Male,0,Yes,No,44,35.81,476.91,DSL,No,Yes,Yes,No,Month-to-month,No,Bank transfer,No
Male,0,Yes,Yes,19,106.06,5073.47,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,No
Male,0,No,Yes,59,64.75,4946.69,DSL,No,No,Yes,No,One year,Yes,Mailed check,No
Male,1,No,Yes,8,111.7,1926.58,Fiber optic,Yes,No,Yes,No,One year,Yes,Mailed check,Yes
Male,0,Yes,Yes,55,66.79,6288.43,Fiber optic,No,Yes,Yes,No,One year,No,Credit card,No
Female,0,Yes,No,47,47.5,6695.85,No,No,No,Yes,Yes,One year,Yes,Bank transfer,No
Male,0,Yes,No,2,34.18,2405.97,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,Yes
Male,0,No,No,39,20.37,3162.49,Fiber optic,No,Yes,No,Yes,Two year,No,Electronic check,No
Female,0,Yes,Yes,45,73.22,8915.2,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card,No
Male,0,No,Yes,32,30.72,3430.95,Fiber optic,No,No,No,Yes,Two year,No,Credit card,No
Female,0,No,Yes,65,59.17,6871.13,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card,No
Female,0,No,No,38,78.93,4129.26,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
Female,0,No,Yes,11,47.57,7160.77,DSL,No,Yes,No,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,Yes,No,10,37.52,6944.31,DSL,No,No,No,No,One year,No,Electronic check,No
Male,0,No,Yes,59,97.47,6043.03,No,No,No,Yes,Yes,One year,No,Electronic check,No
Male,0,No,No,55,114.68,7707.53,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
Female,0,Yes,Yes,20,30.04,8459.04,No,No,No,Yes,Yes,Two year,Yes,Credit card,No
Male,0,No,No,17,35.56,5261.85,DSL,No,Yes,No,No,Two year,Yes,Bank transfer,No
Female,0,No,Yes,68,116.0,2213.47,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,No
Male,0,No,Yes,5,23.78,3647.8,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,Yes
Female,0,Yes,No,60,117.76,6848.92,No,Yes,No,No,Yes,One year,No,Mailed check,No
Male,0,No,No,23,20.46,5892.86,Fiber optic,Yes,No,No,Yes,One year,Yes,Mailed check,No
Male,0,No,Yes,46,107.37,1682.41,Fiber optic,No,No,No,Yes,One year,No,Electronic check,No
Male,0,Yes,No,52,50.73,556.03,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,No
Female,0,Yes,Yes,10,113.86,6178.36,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Female,0,No,No,46,51.69,2334.6,DSL,Yes,No,No,No,One year,Yes,Mailed check,No
Male,0,No,Yes,28,85.43,4547.07,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,Yes
Male,0,Yes,No,43,28.0,6746.05,DSL,Yes,No,Yes,No,Two year,Yes,Mailed check,No
Female,0,No,Yes,26,44.23,5107.73,Fiber optic,No,Yes,No,No,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,55,97.37,841.39,DSL,No,Yes,No,Yes,One year,No,Bank transfer,No
Female,0,No,Yes,48,72.87,1751.66,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,0,Yes,No,29,112.8,2052.02,Fiber optic,No,No,No,Yes,One year,No,Electronic check,No
Female,0,No,Yes,27,62.88,2394.99,DSL,Yes,Yes,No,Yes,One year,No,Bank transfer,No
Male,0,Yes,No,18,106.98,5132.09,Fiber optic,Yes,No,No,Yes,One year,No,Mailed check,No
Female,0,Yes,No,60,64.9,4585.3,No,No,No,No,Yes,Month-to-month,No,Bank transfer,No
Male,0,Yes,No,69,117.92,1908.12,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,Yes
Female,1,Yes,Yes,21,115.98,701.24,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,Yes
Female,0,Yes,No,24,52.91,1625.75,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,No
Female,1,No,No,3,108.59,8860.99,No,Yes,No,No,Yes,One year,No,Electronic check,Yes
Female,0,No,No,62,104.76,4270.07,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
Female,0,Yes,Yes,2,41.07,7819.37,No,No,Yes,No,Yes,Two year,No,Mailed check,No
Male,0,No,No,66,82.43,7653.9,DSL,No,No,No,No,Two year,Yes,Bank transfer,No
Female,1,No,No,42,27.27,4652.52,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes
Female,0,No,No,34,103.67,6389.52,Fiber optic,Yes,No,Yes,No,Two year,Yes,Electronic check,No
Female,0,No,No,42,37.45,1815.49,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,No
Male,0,No,Yes,20,27.08,6226.73,DSL,No,No,Yes,No,Month-to-month,No,Bank transfer,Yes
Female,0,No,Yes,68,60.02,2524.22,Fiber optic,No,No,Yes,Yes,One year,No,Electronic check,No
Male,0,Yes,No,45,77.69,7505.35,DSL,Yes,Yes,No,Yes,One year,No,Mailed check,No
Female,0,No,No,42,105.49,845.14,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,No
Female,0,No,No,47,117.42,6980.93,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
Male,0,No,No,5,63.95,989.44,No,Yes,No,No,No,One year,No,Bank transfer,No
Female,0,Yes,Yes,49,26.04,7942.58,No,No,No,Yes,Yes,One year,Yes,Mailed check,No
Male,0,No,Yes,37,94.91,2807.42,No,No,Yes,No,No,Two year,Yes,Bank transfer,No
Male,0,No,Yes,34,76.52,5924.1,DSL,Yes,Yes,Yes,No,One year,No,Credit card,No
Female,1,No,Yes,70,64.79,4438.77,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,No
Male,0,Yes,No,18,50.93,3360.1,No,No,No,Yes,Yes,One year,No,Bank transfer,No
Female,0,No,No,19,70.24,5844.43,DSL,No,Yes,No,No,Two year,No,Credit card,No
Female,0,Yes,Yes,40,53.87,8532.95,No,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Male,0,No,Yes,17,95.7,467.3,DSL,No,Yes,Yes,Yes,Two year,No,Mailed check,No
Male,0,Yes,No,60,74.39,8277.79,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Mailed check,No
Male,0,Yes,No,42,107.68,5520.83,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,No
Male,0,Yes,No,72,74.35,7285.1,Fiber optic,No,Yes,No,No,Two year,No,Credit card,No
Female,0,No,No,65,43.83,3516.49,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,No
Female,0,Yes,No,53,105.11,4299.4,No,No,Yes,No,Yes,Two year,No,Credit card,No
Male,0,Yes,Yes,7,75.72,7832.77,DSL,Yes,Yes,Yes,Yes,One year,Yes,Credit card,No
Female,0,Yes,Yes,5,40.68,3792.15,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card,Yes
Female,1,Yes,No,24,82.35,4858.47,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,No
Female,0,No,No,28,55.77,279.73,Fiber optic,Yes,Yes,No,No,Two year,Yes,Credit card,No
Female,0,No,Yes,62,104.44,1511.52,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card,No
Male,0,No,No,17,65.33,5811.01,Fiber optic,No,No,Yes,No,One year,No,Electronic check,No
Male,0,No,Yes,20,92.64,6481.09,DSL,Yes,No,No,Yes,One year,No,Credit card,No
Female,0,Yes,Yes,3,29.55,5285.15,DSL,Yes,Yes,No,No,Two year,Yes,Credit card,No
Male,0,No,Yes,37,59.6,1375.46,DSL,No,No,No,No,Month-to-month,No,Mailed check,Yes
Male,0,Yes,Yes,15,118.32,4064.11,Fiber optic,No,No,Yes,Yes,Two year,Yes,Credit card,No
Male,0,No,No,51,100.85,3260.34,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,Yes
Female,0,No,No,48,35.99,4511.39,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,No
Female,0,No,Yes,8,47.78,7845.93,No,No,No,No,Yes,One year,No,Mailed check,No
Female,0,Yes,No,13,52.98,7005.17,Fiber optic,No,Yes,Yes,No,One year,No,Mailed check,No
Male,0,No,No,48,85.04,847.51,DSL,No,Yes,Yes,Yes,One year,No,Bank transfer,No
Female,0,No,No,3,95.7,8023.75,No,Yes,No,No,Yes,Month-to-month,No,Credit card,Yes
Female,0,No,No,65,94.95,4298.73,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Credit card,Yes
Male,0,Yes,Yes,31,70.99,6720.37,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,No
Female,0,No,No,26,101.08,1346.35,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,No
Female,0,No,Yes,56,63.71,6069.4,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
Male,0,Yes,Yes,34,32.39,2203.3,Fiber optic,No,Yes,Yes,No,One year,No,Credit card,No
Male,0,Yes,No,9,76.44,4001.59,No,No,No,Yes,Yes,Two year,No,Mailed check,No
Male,0,No,Yes,62,115.23,250.08,Fiber optic,No,No,Yes,No,Month-to-month,No,Mailed check,Yes
Female,1,No,No,13,99.3,1449.33,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,No,No,69,77.87,919.52,DSL,Yes,No,Yes,No,Two year,Yes,Bank transfer,No
Female,0,Yes,Yes,41,84.68,2233.72,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,Yes
Male,0,Yes,No,1,113.06,990.16,DSL,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes
Male,0,Yes,Yes,47,62.83,6258.0,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,No
Female,0,No,Yes,4,53.14,358.46,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
Female,1,Yes,No,63,117.72,5597.89,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
Male,1,No,No,52,106.34,1352.3,Fiber optic,Yes,No,No,No,Two year,Yes,Electronic check,No
Male,0,Yes,No,10,52.3,8511.94,No,No,No,No,Yes,Month-to-month,Yes,Credit card,Yes
Male,1,Yes,Yes,28,66.38,8404.54,DSL,Yes,Yes,No,Yes,One year,No,Mailed check,No
